Sentence,Count,Found Phrases,NumWords,ChangedWords,ChangedWordsPercentage
Це все-таки в рідному місті…,3,це|таки|все,5,3,60.0
Тепер я Гривастюка слухав абияк,3,абияк|тепер|я,5,3,60.0
Левко — це інша справа,3,це|справа|інша,5,3,60.0
Ми провели його до поїзда,3,його|ми|до,5,3,60.0
Одна за все бурлацьке життя!),3,все|одна|життя,5,3,60.0
— Он що вам треба,3,он|треба|що,5,3,60.0
— Мені це не потрібно,3,потрібно|це|мені,5,3,60.0
"Написавши, він все-таки не йшов",3,все|таки|він,5,3,60.0
— Хочете щось цікаве побачити,3,щось|цікаве|побачити,5,3,60.0
Яка ж з неї користь,3,користь|яка|неї,5,3,60.0
"Так, ти мені не відповіси",3,так|ти|мені,5,3,60.0
"Але він зціплює зуби й іде далі, розробляючи дикий план",6,але|зуби|іде|далі|план|він,10,6,60.0
Це ще одна трагедія Галичини,3,це|ще|одна,5,3,60.0
"Але шануйся, потому інакше ти..",3,ти|але|інакше,5,3,60.0
"Держись, може, виживеші Ми всі, як кажуть, поганяєм до ями",6,кажуть|як|до|ми|ями|може,10,6,60.0
А що ти тут робиш,3,що|ти|тут,5,3,60.0
"А командир, якби ти бачив..",3,ти|командир|якби,5,3,60.0
"Адже ви хочете курити, так",3,так|курити|адже,5,3,60.0
І без того досить там..,3,там|досить|без,5,3,60.0
Це сталося приблизно через тиждень,3,це|сталося|через,5,3,60.0
"Ця людина попереджає Остюка, щоб він покинув ходити до Лоретти",6,щоб|ця|до|ходити|людина|він,10,6,60.0
"Вони маленькі, але дуже горді",3,але|дуже|вони,5,3,60.0
Це майже кожної ночі відбувається,3,майже|це|відбувається,5,3,60.0
Від того справді важко звільнитись,3,важко|від|справді,5,3,60.0
"Куди так пізно несе тебе?""",3,пізно|тебе|так,5,3,60.0
Але поки що його за вуха ніхто ще не тримав,6,поки|що|але|поки що|ще|його,10,6,60.0
Зверху вивів косо: Іван Загатний,3,зверху|іван|вивів,5,3,60.0
"Як усі, так і я",3,так|я|як,5,3,60.0
Дівчина — одна на мільйони,3,мільйони|одна|дівчина,5,3,60.0
Є ще порох в порохівницях,3,порох|ще|є,5,3,60.0
Архітектор невдовзі помер від сказу,3,від|архітектор|помер,5,3,60.0
А зараз це найбільше дратує,3,це|зараз|найбільше,5,3,60.0
Чи ти ще живий десь,3,чи|ще|ти,5,3,60.0
Що вона в мені побачила?,3,що|вона|мені,5,3,60.0
"Можливо, я під ним сплю""",3,я|можливо|сплю,5,3,60.0
Вибери собі краще якийсь інший..,3,інший|краще|якийсь,5,3,60.0
Потім тут був військовий клюб,3,тут|потім|військовий,5,3,60.0
У мене тіло швидко гоїться,3,швидко|гоїться|тіло,5,3,60.0
"— ""Це неможливо"",— сказала я",3,неможливо|це|я,5,3,60.0
Це стародавня резиденція великих хижаків,3,це|стародавня|резиденція,5,3,60.0
"Він заговорив так швидко по-італійському, що я нічого не зрозуміла",6,так|що|я|швидко|він|нічого,10,6,60.0
Аж мені ваших грошей шкода..,3,мені|аж|шкода,5,3,60.0
— і жваво заходився працювати,3,працювати|заходився|жваво,5,3,60.0
"Чекати, поки повернеться Таїса Юріївна",3,чекати|поки|повернеться,5,3,60.0
— Ваше ім'я й прізвище,3,я|ім'я|прізвище,5,3,60.0
Потім треба перебудувати ще корабля,3,треба|ще|потім,5,3,60.0
А ще ж скільки інших!..,3,ще|скільки|інших,5,3,60.0
"Так, з неї немає виходу",3,немає|так|неї,5,3,60.0
Вам–бо з неї яка вигода,3,вигода|неї|яка,5,3,60.0
"Брати звелися назустріч, як мур",3,назустріч|брати|як,5,3,60.0
"Тільки не так перейнакшене, як того слід було б сподіватися",6,слід|як|не так|тільки|сподіватися|так,10,6,60.0
"— Так що немає, брат",3,що|немає|так,5,3,60.0
"Казатимеш, що ти мій племінник",3,що|ти|мій,5,3,60.0
— Завтра ще одна комісія,3,завтра|одна|ще,5,3,60.0
"(це вже ""о"" від діда)",3,це|від|о,5,3,60.0
Недалеко від лісу стояла хатка,3,недалеко|від|хатка,5,3,60.0
Там ще є близькі люди,3,там|ще|є,5,3,60.0
"— Я вагався, чи йти мені до замка, чи залишитися",6,йти|до|залишитися|я|мені|чи,10,6,60.0
"Все більше схиляюсь до того, що це він, а можливо, того так прагла моя душа",9,все|більше|душа|він|до|це|що|можливо|так,15,9,60.0
Пасмо підходило аж до Пашкова,3,пасмо|аж|до,5,3,60.0
І чи вони це зрозуміють?!,3,це|чи|вони,5,3,60.0
"Низ чорний, а стеля зелена–зелена…",3,низ|зелена|стеля,5,3,60.0
— Що вони там робитимуть,3,там|що|вони,5,3,60.0
"Так, все йде до кінця",3,все|до|так,5,3,60.0
"— Кажу йому, що було",3,кажу|йому|що,5,3,60.0
Це сталося раптово й непередбачено,3,це|раптово|сталося,5,3,60.0
І чи вони це простять?,3,це|чи|вони,5,3,60.0
Вони зумисне про це говорять,3,говорять|це|вони,5,3,60.0
Він подібний до покійної дружини,3,до|він|подібний,5,3,60.0
Киндзя все не може пустити,3,все|може|не може,5,3,60.0
"Вона довела те, що й належало довести: земля може бути спільною, як вода і повітря",9,може|земля|вона|як|що|бути|вода|те|повітря,15,9,60.0
"— Ого, швидко подіяло, глянь",3,швидко|глянь|ого,5,3,60.0
Вавилонське вогнище вирізнялося з–поміж інших,3,інших|поміж|вогнище,5,3,60.0
Він сідає за інший роман,3,він|інший|роман,5,3,60.0
Так він охрестив цю споруду,3,він|цю|так,5,3,60.0
Він теж нічого не знає,3,знає|він|нічого,5,3,60.0
"— Їж на здоров'я, синку",3,здоров'я|синку|я,5,3,60.0
Але то так тільки здалося..,3,так|тільки|але,5,3,60.0
І він той кінець приймав,3,той|він|кінець,5,3,60.0
Спека важко стуляла йому повіки,3,йому|спека|важко,5,3,60.0
Так тоді ж любов справжня,3,так|любов|тоді,5,3,60.0
"— Дід Кіндрат, перша бочка",3,перша|бочка|дід,5,3,60.0
До Загатного ми ще повернемось,3,до|ми|ще,5,3,60.0
"Слухайте, що я вам скажу",3,я|що|скажу,5,3,60.0
"Є один момент, коли птах щастя сідає на землю, — тоді його треба й ловити",9,тоді|момент|на землю|щастя|його|один|треба|є|птах,15,9,60.0
— Ти недалеко від правди,3,від|недалеко|ти,5,3,60.0
"І ти, синку (до Григорія)..",3,до|ти|синку,5,3,60.0
"Добре, виходить, що всі вчили",3,вчили|добре|що,5,3,60.0
"Не так, може, ноги мерзнутимуть..",3,може|не так|так,5,3,60.0
Щоб потім бачити їхні муки,3,бачити|щоб|потім,5,3,60.0
Цілими днями вони сидять нишком,3,днями|сидять|вони,5,3,60.0
Мені іноді вас так шкода,3,так|шкода|мені,5,3,60.0
Проте багато днів вони змарнували,3,проте|багато|вони,5,3,60.0
"Іди, дитино, я тебе навчу..",3,тебе|я|іди,5,3,60.0
"О, він тут не сам",3,тут|о|він,5,3,60.0
Так він набагато скорочував шлях,3,він|шлях|так,5,3,60.0
Чи ж я кепська молодиця,3,я|молодиця|чи,5,3,60.0
"Розумію, що вам боляче це чути, але повинна сказати правду",6,сказати правду|це|сказати|що|але|чути,10,6,60.0
"Бачать нове, бо хочуть бачити",3,бачать|хочуть|бачити,5,3,60.0
Ледарям б'ють зуби до останнього,3,б'ють|до|зуби,5,3,60.0
Вони прийшли знову до хати,3,до хати|до|вони,5,3,60.0
"Так той учитель завжди поспішав, як оце я з романом",6,учитель|той|я|як|так|завжди,10,6,60.0
Григорій потяг вірьовку до комори,3,до|потяг|григорій,5,3,60.0
"Пізніше виявилося, що все неправда, але зразу це подіяло убивчо",6,це|неправда|що|все|але|пізніше,10,6,60.0
"Наказую стріляти по кожному, хто..",3,хто|стріляти|кожному,5,3,60.0
"Вийшов коваль, за ним жінка",3,коваль|вийшов|жінка,5,3,60.0
— Чи це так важливо,3,це|чи|так,5,3,60.0
Більше він нічого не сказав,3,нічого|більше|він,5,3,60.0
"""А таки, мабуть, мав рацію!..""",3,мав|таки|мабуть,5,3,60.0
"Вони думають, що він встане",3,вони|що|він,5,3,60.0
Чому я тобі так вірю,3,так|чому|я,5,3,60.0
Мій чоловік поїхав роботу шукати,3,чоловік|мій|шукати,5,3,60.0
Потім вона присіла зв'язувати книжки,3,книжки|вона|потім,5,3,60.0
В тебе також народився син-первісток,3,тебе|син|народився,5,3,60.0
Вони її облягли й чекають..,3,її|вони|чекають,5,3,60.0
Це хтось підставний..— Рік народження,3,народження|це|рік,5,3,60.0
Вона приходила до мене тінню,3,до|до мене|вона,5,3,60.0
Його залишити ніяк не можна,3,залишити|його|не можна,5,3,60.0
"Ось йому і хочеться кинути камінь у цю заводь, підняти людей на якесь гаряче діло",9,цю|якесь|кинути|підняти|йому|хочеться|гаряче|діло|ось,15,9,60.0
— Звідкіля ти це знаєш,3,ти|це|звідкіля,5,3,60.0
Що б його ще зробити,3,що|ще|його,5,3,60.0
"Спершу зустрічати, а тоді проводжати",3,тоді|зустрічати|проводжати,5,3,60.0
Ніби це була її професія,3,це|ніби|її,5,3,60.0
Вони тихо й інтимно сидять,3,тихо|вони|сидять,5,3,60.0
"точнісінько так, як брав ягнят",3,як|так|точнісінько,5,3,60.0
"Ти зараз такий, що, може, вони й зглянуться на тебе",6,зараз|тебе|ти|може|вони|що,10,6,60.0
Тут поблизу співа один поет,3,один|тут|поблизу,5,3,60.0
"Я подумав, що ти спиш",3,я|ти|що,5,3,60.0
"""Так це не той Гуралик?""",3,той|це|так,5,3,60.0
Але він не крикнув так,3,він|так|але,5,3,60.0
Не хотів вимовити її ім'я,3,я|ім'я|її,5,3,60.0
Ти мені друг чи ні,3,ти|мені|чи,5,3,60.0
"Він проходив площами, як господар",3,як|господар|він,5,3,60.0
Та раптом — що це,3,раптом|це|що,5,3,60.0
У мене є його книжки,3,його|книжки|є,5,3,60.0
"Що він накоїв, цей Йосиф",3,що|цей|він,5,3,60.0
Тут всюди однаково чигає смерть,3,тут|всюди|смерть,5,3,60.0
Вони там десь отак ідуть,3,там|вони|ідуть,5,3,60.0
"Тут все, брат, понаписувано правильно",3,тут|все|правильно,5,3,60.0
"— Візьми, я не ворожка",3,ворожка|візьми|я,5,3,60.0
А тут ще й гість,3,тут|ще|гість,5,3,60.0
"Тільки, мабуть, там позаливало вже..",3,там|тільки|мабуть,5,3,60.0
Чи не одвести її додому,3,додому|її|чи,5,3,60.0
— А лихий її знає..,3,її|лихий|знає,5,3,60.0
"Яр, повний снігу, і тільки",3,тільки|повний|яр,5,3,60.0
— звернувся господар до жінки,3,жінки|господар|до,5,3,60.0
"Забирайся, поки я не пересерджусь",3,поки|забирайся|я,5,3,60.0
"Добрий з тебе цілок, синку",3,добрий|тебе|синку,5,3,60.0
Дід бурчав: — Ти лихо..,3,дід|ти|лихо,5,3,60.0
Потім у мене родився син..,3,родився|син|потім,5,3,60.0
"Вони скоро повернуться, і тоді Андрієва справа швидко піде вперед",6,справа|швидко|тоді|вони|скоро|вперед,10,6,60.0
І зараз видно: мати присмучена,3,мати|зараз|видно,5,3,60.0
"Я-от танкіст, а ти хто",3,я|ти|хто,5,3,60.0
"Обід і все, як належить!.",3,все|обід|як,5,3,60.0
"Де там, уже майже п'ять",3,майже|п'ять|там,5,3,60.0
"Виявляється, це не так просто",3,так|це|не так,5,3,60.0
"— А може, це викрут",3,може|це|а може,5,3,60.0
"Нашорошившись, Петро слухає якийсь час",3,якийсь|петро|час,5,3,60.0
"До твого ідіотизму ще далеко, але ти таки зідіотієш, напевно, за це я тобі ручусь..",9,я|далеко|це|до|але|ще|таки|напевно|ти,15,9,60.0
Але звідки ж чекати допомоги,3,але|чекати|звідки,5,3,60.0
"""А скільки тому велетню треба?""",3,треба|скільки|тому,5,3,60.0
Раптом від Ничипора пролунав постріл,3,від|постріл|раптом,5,3,60.0
Або й ще щось трапиться,3,щось|ще|або,5,3,60.0
"Вони шукали, що б із'їсти",3,їсти|що|вони,5,3,60.0
А потім вона його забуде,3,вона|потім|його,5,3,60.0
Так я от тебе знайду,3,так|тебе|я,5,3,60.0
"Усі сміються, і вона сміється",3,сміється|сміються|вона,5,3,60.0
Хто його так докладно інформував?,3,хто|так|його,5,3,60.0
Але ж куди він іде,3,іде|але|він,5,3,60.0
Тут — аби живими бути,3,бути|аби|тут,5,3,60.0
А тут ще цей десант,3,ще|тут|цей,5,3,60.0
"Йдуть, як мусульмани до Мекки",3,йдуть|як|до,5,3,60.0
"— Ті, хто їв м'ясо",3,ті|хто|м'ясо,5,3,60.0
"А може, справді вбито Гітлера",3,може|а може|справді,5,3,60.0
Тепер очі вирівнювали трагедію обох,3,очі|обох|тепер,5,3,60.0
Кому і що вони говорять,3,вони|що|говорять,5,3,60.0
"Видимо, яка там умова була",3,яка|там|умова,5,3,60.0
— ...Тут взагалі дуже тяжко,3,дуже|тяжко|тут,5,3,60.0
"Я молодий, я жить бажаю...""",3,молодий|я|бажаю,5,3,60.0
"Чи, може, геть поідіотіли люди?.",3,може|чи|геть,5,3,60.0
А цього саме й треба,3,саме|треба|цього,5,3,60.0
"Більше нічого не маю додати""",3,більше|додати|нічого,5,3,60.0
"Воістину, наскільки збагатилася людська мова",3,людська|наскільки|мова,5,3,60.0
А на мені новий костюм,3,костюм|новий|мені,5,3,60.0
На чому це я закінчив,3,я|це|чому,5,3,60.0
— Чиє це все військо,3,військо|це|все,5,3,60.0
"Тоді був початок, тепер кінець",3,кінець|тоді|тепер,5,3,60.0
"— ""Тоді навіщо ходити туди?""",3,навіщо|ходити|тоді,5,3,60.0
— Якщо вам так хочеться…,3,хочеться|якщо|так,5,3,60.0
В цей час задзвонив телефон,3,телефон|час|цей,5,3,60.0
Скільки він уже так горів!.,3,він|скільки|так,5,3,60.0
Він хотів щось сказати Надійці,3,щось|сказати|він,5,3,60.0
Треба його привести до пам'яті,3,до|треба|його,5,3,60.0
"Це могло на якийсь час перервати гру, а може, й зовсім звільнити мене від неї",9,час|а може|якийсь|неї|звільнити|це|може|зовсім|від,15,9,60.0
Порожній завтрашній день лякав його,3,день|завтрашній день|його,5,3,60.0
"Голий живіт його такий великий, що лягав йому на коліна",6,великий|живіт|йому|його|що|коліна,10,6,60.0
"Зрозумійте, що так мусило бути",3,бути|що|так,5,3,60.0
"Ще тоді, як убили батька",3,як|тоді|ще,5,3,60.0
Тоді прийде останній її етап,3,її|останній|тоді,5,3,60.0
Нам не хочеться нічого говорити,3,говорити|хочеться|нічого,5,3,60.0
"— Вибач, що так пізно",3,пізно|так|що,5,3,60.0
"Як писати, чим, на чому",3,чому|писати|як,5,3,60.0
Я тобі ось як дам!.,3,ось|як|я,5,3,60.0
Тоді я буду цілком вільний,3,цілком|я|тоді,5,3,60.0
"Немає мудріших, ніж народ, учителів",3,ніж|народ|немає,5,3,60.0
"А може, Здвиж або Горинь",3,або|може|а може,5,3,60.0
Та ще й встигає писати,3,писати|ще|встигає,5,3,60.0
"Ти бачив, як догорає свічка",3,ти|свічка|як,5,3,60.0
Цього року на тиждень раніше,3,цього року|раніше|цього,5,3,60.0
— Мені треба вже йти,3,йти|мені|треба,5,3,60.0
— Буде ім'я йому Володарка,3,ім'я|я|йому,5,3,60.0
Навіщо ж ці зайві страждання?.,3,страждання|ці|навіщо,5,3,60.0
"— Дружочок, хто це тебе",3,це|хто|тебе,5,3,60.0
Це так само соціальне зло,3,так само|це|так,5,3,60.0
Мені ж аби гроші заплатили,3,аби|мені|гроші,5,3,60.0
"Той набрав, дядько видудлив її",3,її|дядько|той,5,3,60.0
— Біля хворого є хто-небудь,3,хто|біля|є,5,3,60.0
А він мені снився часто,3,часто|мені|він,5,3,60.0
"Людині треба, щоб її робота залишалася після неї самої жити",6,неї|робота|після|її|щоб|треба,10,6,60.0
— Віднині я буду чемна,3,чемна|я|віднині,5,3,60.0
Я напудив його віничком геть,3,я|геть|його,5,3,60.0
"Андрій не чув нічого, що робилося навколо, — так наче хто вистрілив йому в обличчя",9,наче|що|йому|обличчя|андрій|навколо|нічого|хто|так,15,9,60.0
— запитав він.— Як там,3,як|там|він,5,3,60.0
Тоді почав щось казати Ріхтеру,3,почав|тоді|щось,5,3,60.0
Тут Максимові йти було легше,3,легше|йти|тут,5,3,60.0
"Ця жінка належить нам цілком""",3,цілком|ця|жінка,5,3,60.0
"Ти, я бачу, таки герой",3,ти|таки|я,5,3,60.0
Через те все горить огнем,3,через|все|те,5,3,60.0
Йосипові є про що писати,3,писати|що|є,5,3,60.0
Лягати йому чи не лягати,3,йому|лягати|чи,5,3,60.0
Чи так я вас зрозумів,3,я|чи|так,5,3,60.0
"— Скажи, звідки ти є",3,звідки|ти|є,5,3,60.0
Потім щось розповідає священик Петровський..,3,потім|щось|священик,5,3,60.0
Як ти смієш так висловлюватись,3,ти|як|так,5,3,60.0
До цього ще — пси,3,ще|до|цього,5,3,60.0
її волосся лоскотало мені вухо,3,її|мені|волосся,5,3,60.0
Але йому не було холодно,3,але|холодно|йому,5,3,60.0
"— Я напишу, доки це..",3,я|це|доки,5,3,60.0
"Так вони знічев'я оглядали місто, шукаючи те, що їм треба",6,так|треба|що|вони|я|те,10,6,60.0
"—спитала вона раптом, шарпнувши його",3,раптом|вона|його,5,3,60.0
До нас підійшло чотири чоловіки,3,до|чоловіки|чотири,5,3,60.0
— Там просять його туди,3,там|його|просять,5,3,60.0
— Що тобі ще читати,3,що|ще|читати,5,3,60.0
"Якщо її слідів тут немає, то вона поспішає до гробу",6,немає|тут|якщо|вона|її|до,10,6,60.0
"— Так, так,— примовляла вона",3,"так, так|так|вона",5,3,60.0
"Лягає, ще й дуже добре",3,дуже|ще|добре,5,3,60.0
"Дуже добре, як нема ліпшого",3,дуже|добре|як,5,3,60.0
Вдвох же не так лячно,3,не так|так|лячно,5,3,60.0
"Дійсно смішний, аж плакать хочеться",3,дійсно|аж|хочеться,5,3,60.0
52 Замах справді мав місце,3,справді|місце|мав,5,3,60.0
Все-таки якась щілина для серця,3,все|таки|якась,5,3,60.0
Як він страшно змальовує плутократію,3,як|він|страшно,5,3,60.0
Він так і сказав йому,3,так|він|йому,5,3,60.0
"Своєю епопеєю я, здається, задоволений",3,я|задоволений|здається,5,3,60.0
"Може, вже не так, як перше, коли він був хворий",6,не так|так|як|він|може|хворий,10,6,60.0
"Але це він почув уже потім, як прийшов до пам'яти",6,це|потім|як|до|але|він,10,6,60.0
Але це так думали песимісти,3,але|це|так,5,3,60.0
— Штраф сімдесят п'ять карбованців,3,штраф|п'ять|сімдесят,5,3,60.0
Біля прови було поставлено ім'я,3,ім'я|я|біля,5,3,60.0
"А може, ще армійська звичка",3,ще|може|а може,5,3,60.0
Адже ми сьогодні погнали французів,3,сьогодні|ми|адже,5,3,60.0
У сміливих щастя завжди є,3,є|щастя|завжди,5,3,60.0
"""Б'ють пороги"" чи як воно?.",3,як|чи|б'ють,5,3,60.0
"Треба вже, мабуть, покинути писати",3,мабуть|треба|писати,5,3,60.0
"Звідси, мабуть, і бажання затишку",3,звідси|бажання|мабуть,5,3,60.0
"— ...Семенівно, я мушу йти",3,йти|я|мушу,5,3,60.0
"Як швидко, одначе, ти одвоювався",3,як|швидко|ти,5,3,60.0
"Зробився той хлопець, як тінь",3,той|хлопець|як,5,3,60.0
Якийсь час ми йшли мовчки,3,час|якийсь|ми,5,3,60.0
Я цього так не облишу,3,так|я|цього,5,3,60.0
"Ге, брат, це треба швидко..",3,треба|це|швидко,5,3,60.0
Електрична крамниця раптом спинила його,3,крамниця|раптом|його,5,3,60.0
І після того заходився бити,3,заходився|після|бити,5,3,60.0
Щоб йому коти мед носили,3,щоб|йому|мед,5,3,60.0
"Це мати, це його мати..",3,мати|це|його,5,3,60.0
"Тихо, ні звуку ніде поблизу",3,поблизу|тихо|ніде,5,3,60.0
"Так, умре, але не тут",3,але|тут|так,5,3,60.0
Манжус ніби вгадав його думки,3,його|думки|ніби,5,3,60.0
Він — один серед сотні,3,один|серед|він,5,3,60.0
Ще далі — свіжа ополонка..,3,ополонка|далі|ще,5,3,60.0
І тоді сталося щось несподіване,3,щось|сталося|тоді,5,3,60.0
Я шукав сьогодні цілий вечір,3,я|вечір|сьогодні,5,3,60.0
Але Андрій його не послухав,3,але|його|андрій,5,3,60.0
"Так дерся навпростець, без доріг",3,без|навпростець|так,5,3,60.0
"— Я ще була дівчиною, як ти мені це розказував",6,як|я|мені|ще|це|ти,10,6,60.0
Я ще написав до Марини,3,я|ще|до,5,3,60.0
Він захоплено на неї споглядав,3,неї|на неї|він,5,3,60.0
І ти ще це підтвердиш..,3,ти|ще|це,5,3,60.0
А звідки те знати Рубану,3,те|знати|звідки,5,3,60.0
Чи скоро вже ти заговориш,3,скоро|чи|ти,5,3,60.0
"""Що там і як, розказуй?""",3,як|що|там,5,3,60.0
Я поїхав невдовзі після тебе,3,після|я|тебе,5,3,60.0
"— А, це цілком безпечно",3,цілком|безпечно|це,5,3,60.0
"Це темнота, я їх знаю",3,я|це|темнота,5,3,60.0
"Засинаючи, я міркував: це отрута",3,це|отрута|я,5,3,60.0
"Ми тебе знаємо, як облупленого",3,тебе|як|ми,5,3,60.0
Він почав носити сині окуляри..,3,почав|він|окуляри,5,3,60.0
А вигадувати нічого не хочу,3,хочу|нічого|вигадувати,5,3,60.0
"А те, що чоловік зібрав картоплю, — тільки дякувати треба…",6,треба|дякувати|тільки|що|те|чоловік,10,6,60.0
Але це вірно тільки почасти,3,це|тільки|але,5,3,60.0
"Ти німець, тобі не жаль..",3,жаль|ти|німець,5,3,60.0
Але тут бій не припинився,3,бій|тут|але,5,3,60.0
"Дев'ять загинуло, а ти вийшов…",3,дев'ять|ти|вийшов,5,3,60.0
"Як це все по-дурному вийшло!""",3,це|все|як,5,3,60.0
"Та я зараз танцювати буду!""",3,зараз|я|танцювати,5,3,60.0
Андрій зітхнув: — Бери вище,3,андрій|вище|бери,5,3,60.0
Далі я хвилинку тихо плачу,3,тихо|далі|я,5,3,60.0
"Го-гойї Як весело йти вперед!""",3,вперед|як|йти,5,3,60.0
Далі все зникає з пам'яті,3,зникає|далі|все,5,3,60.0
"Он, брат, яка він ""шишка""!.",3,он|яка|він,5,3,60.0
Ось вони вже їдуть вулицею,3,ось|їдуть|вони,5,3,60.0
"Опуклий, важкий живіт паралізував його",3,його|живіт|опуклий,5,3,60.0
"Ми знаємо, що ви тут",3,тут|ми|що,5,3,60.0
Чому ти цього не зробив,3,цього|ти|чому,5,3,60.0
Це він давно вже помітив),3,він|давно|це,5,3,60.0
"Чи то, може, від безсоння",3,чи|може|від,5,3,60.0
Куди вони носять свою здобич?.,3,носять|вони|здобич,5,3,60.0
"Через той ""комплект"" зовсім розгубився",3,той|зовсім|через,5,3,60.0
"От ми ""там"" тебе спитаємо",3,ми|тебе|там,5,3,60.0
"Смак від хлібного,— сказав господар",3,господар|від|смак,5,3,60.0
Але через нерозумність робив дурниці,3,але|через|дурниці,5,3,60.0
Як то він загаявся так,3,так|як|він,5,3,60.0
"Я бачу, що ти хочеш від нас здезертирувати до Адама",6,ти|до|від|я|здезертирувати|що,10,6,60.0
Він навряд чи чув будь-що,3,чи|що|він,5,3,60.0
Тільки мій помер у глинищі,3,помер|тільки|мій,5,3,60.0
Тільки вони були тепер упривілейовані,3,тільки|тепер|вони,5,3,60.0
"Чи Андрій знає, що це значить, зв'язане круговою порукою кров'ю",6,знає|кров|чи|це|андрій|що,10,6,60.0
Прийшла черга до Андрієвої трійки,3,черга|до|прийшла,5,3,60.0
Донець пильно вивчав його обличчя,3,обличчя|його|пильно,5,3,60.0
"їй, мабуть, було дуже тяжко",3,дуже|тяжко|мабуть,5,3,60.0
Він зараз був дуже порожній,3,зараз|дуже|він,5,3,60.0
Тепер я не скоро засну,3,я|скоро|тепер,5,3,60.0
І тут я згадав: є,3,тут|я|є,5,3,60.0
Якийсь час вони сиділи мовчки,3,час|якийсь|вони,5,3,60.0
Але світанок ще не починався,3,але|світанок|ще,5,3,60.0
"Як же я його впущу до хати, коли тут Мальва",6,його|до хати|як|я|тут|до,10,6,60.0
"Голос його гримів, як труба",3,його|як|труба,5,3,60.0
Дарма що їх важко розтлумачити,3,що|важко|дарма,5,3,60.0
Тепер прийшла черга Донцеві відповідати,3,прийшла|тепер|черга,5,3,60.0
І чого це ти тут,3,ти|тут|це,5,3,60.0
— Понад Дністром трохи легше,3,понад|трохи|легше,5,3,60.0
Тому краще забути про все,3,все|тому|краще,5,3,60.0
"Це твій лист, твоє щастя..",3,це|щастя|лист,5,3,60.0
Якби ж я застав його,3,якби|його|я,5,3,60.0
"Я поведу вас вгору, під скелі, у новий, верхній світ",6,скелі|я|світ|новий|вгору|верхній,10,6,60.0
Чому я нічого не знаю,3,чому|нічого|я,5,3,60.0
А звідкіля ти все знаєш,3,звідкіля|ти|все,5,3,60.0
П'ять танків сильно потіснили центр,3,центр|сильно|п'ять,5,3,60.0
Ніна — зовсім інша людина,3,людина|зовсім|інша,5,3,60.0
"За те, що малий такий",3,що|малий|те,5,3,60.0
Хто є твій між Сікурд,3,є|між|хто,5,3,60.0
Чи вистачить його в тебе..,3,тебе|чи|його,5,3,60.0
"Показник шляху, яким вона іде",3,яким|іде|вона,5,3,60.0
Чого це ти так розкис,3,це|так|ти,5,3,60.0
"— Жаль мені його, зелененького",3,його|жаль|мені,5,3,60.0
"Вона похожа, тільки очі м'якіші",3,очі|тільки|вона,5,3,60.0
Бо що людина без притулку,3,без|людина|що,5,3,60.0
не будуть биті ось тут!.,3,ось|тут|ось тут,5,3,60.0
— Як ти це оцінюєш,3,ти|це|як,5,3,60.0
Але як же ж бути?,3,бути|як|але,5,3,60.0
Відвернути їхню смерть уже неможливо,3,відвернути|смерть|неможливо,5,3,60.0
"І він покинув цю мовну комору так само радісно, як колись до неї був брався",9,до|колись|до неї|неї|так|цю|так само|як|він,15,9,60.0
Але це від вас залежить,3,від|це|але,5,3,60.0
І все це вчити мусим..,3,вчити|все|це,5,3,60.0
"А що, як вона бачила",3,як|вона|що,5,3,60.0
— Коли ж мені йти,3,йти|мені|коли ж,5,3,60.0
Я пішов до його сестри,3,до|його|я,5,3,60.0
— Звідки це в тебе?,3,тебе|це|звідки,5,3,60.0
— Що це тут написано,3,тут|це|що,5,3,60.0
Від кого вона застерігала його,3,вона|від|його,5,3,60.0
Але тут не дискусійний клуб,3,тут|але|клуб,5,3,60.0
"Справді, вони є в Г",3,є|вони|справді,5,3,60.0
Так ніби й не чужий,3,чужий|ніби|так,5,3,60.0
— спитав його якось Степан,3,якось|степан|його,5,3,60.0
Тепер уже ми на коні…,3,коні|тепер|ми,5,3,60.0
"ану ж, як він голодний",3,голодний|як|він,5,3,60.0
Але й він зникає помалу..,3,зникає|але|він,5,3,60.0
Скільки тут є тих людей,3,скільки|тут|є,5,3,60.0
"— Яка танка, далеко танці",3,далеко|танці|яка,5,3,60.0
Але скільки ще їм затинатися?,3,ще|скільки|але,5,3,60.0
Але я точно не знаю..,3,але|точно|я,5,3,60.0
"Він тільки спитав очима, що я тут роблю, і втік",6,що|тільки|тут|я|він|роблю,10,6,60.0
"Я не знала, що сказати",3,що|сказати|я,5,3,60.0
Але й без того ясно,3,ясно|без|але,5,3,60.0
А Роман все більше мучився,3,роман|більше|все,5,3,60.0
"Подивлюся, як вона вміє готувати",3,готувати|вона|як,5,3,60.0
"Але ""освобоняти"" нічого не довелося",3,довелося|нічого|але,5,3,60.0
"Він, мабуть, і бажав цього",3,він|мабуть|цього,5,3,60.0
"А ти добре, що прийшов",3,ти|що|добре,5,3,60.0
"— Ось ти яка, Даринко",3,ось|яка|ти,5,3,60.0
"Чи це не той, що йому стоїть пам'ятник на березі",6,що|це|той|йому|чи|пам'ятник,10,6,60.0
"Одяг підкреслює, що ти інший, не такий, як усі, і зась вам усім до мене",9,зась|не такий|ти|одяг|як|до|що|до мене|інший,15,9,60.0
